MSISDN,Account Status,Usage Type,Usage Sub Type,Transaction Date,Download (MB),Service ID,Service Name,Service Status,Service Start Date,Service End Date
9959650826,A,Data,Intl Roaming,4/17/2025 0:06,15596,15,Local_5GB,A,4/1/2025,5/1/2025
9959650827,A,Data,Local,4/17/2025 11:27,1539,75,Roaming_15GB,A,4/1/2025,5/31/2025
9959650828,A,Data,Local,4/17/2025 20:05,2971,15,Local_5GB,A,4/1/2025,5/1/2025
9959650829,A,Data,Local,4/17/2025 18:16,7224,15,Local_5GB,A,4/1/2025,5/1/2025
9959650830,A,Data,Local,4/17/2025 5:27,1526,25,Local_10GB,A,3/1/2025,3/31/2025
9959650831,A,Data,Local,4/17/2025 7:12,2832,15,Local_5GB,A,4/1/2025,5/1/2025
9959650832,A,Data,Local,4/17/2025 16:42,4168,15,Local_5GB,A,4/1/2025,5/1/2025
9959650833,A,Data,Local,4/17/2025 18:07,9543,15,Local_5GB,A,4/1/2025,5/1/2025
9959650834,A,Data,Local,4/17/2025 3:48,7384,25,Local_10GB,A,3/1/2025,3/31/2025
9959650835,A,Data,Local,4/17/2025 15:20,9268,25,Local_10GB,A,3/1/2025,3/31/2025
9959650836,A,Data,Local,4/17/2025 23:47,6578,25,Local_10GB,A,3/1/2025,3/31/2025
9959650837,A,Data,Local,4/17/2025 10:11,3834,25,Local_10GB,A,3/1/2025,3/31/2025
9959650838,A,Data,Local,4/17/2025 7:37,9917,15,Local_5GB,A,4/1/2025,5/1/2025
9959650839,A,Data,Local,4/17/2025 18:22,9598,25,Local_10GB,A,3/1/2025,3/31/2025
9959650840,A,Data,Local,4/17/2025 14:25,7105,25,Local_10GB,A,3/1/2025,3/31/2025
9959650841,A,Data,Intl Roaming,4/17/2025 11:43,9513,25,Local_10GB,A,3/1/2025,3/31/2025
9959650842,A,Data,Local,4/17/2025 3:46,9402,65,Roaming_10GB,A,4/1/2025,5/31/2025
9959650843,A,Data,Local,4/17/2025 22:39,7069,25,Local_10GB,A,3/1/2025,3/31/2025
9959650844,A,Data,Local,4/17/2025 11:09,9170,25,Local_10GB,A,3/1/2025,3/31/2025
9959650845,A,Data,Local,4/17/2025 15:21,2834,25,Local_10GB,A,3/1/2025,3/31/2025
9959650846,A,Data,Local,4/17/2025 20:18,3747,15,Local_5GB,A,4/1/2025,5/1/2025
9959650847,A,Data,Local,4/17/2025 6:59,1123,15,Local_5GB,A,4/1/2025,5/1/2025
9959650848,A,Data,Local,4/17/2025 4:43,5546,15,Local_5GB,A,4/1/2025,5/1/2025
9959650849,A,Data,Local,4/17/2025 15:51,28089,25,Local_10GB,A,3/1/2025,3/31/2025
9959650850,A,Data,Local,4/17/2025 0:54,6100,355,Local_UNL,A,1/1/2025 0:00,1/1/2026 0:00
9959650852,A,Data,Local,4/17/2025 13:13,3622,25,Local_10GB,A,3/1/2025 0:00,3/31/2025 0:00
9959650853,A,Data,Local,4/17/2025 14:29,9817,55,Roaming_5GB,A,4/1/2025 0:00,5/31/2025 0:00
9959650854,A,Data,Local,4/17/2025 17:10,1440,15,Local_5GB,A,4/1/2025 0:00,5/1/2025 0:00
9959650855,A,Data,Local,4/17/2025 16:19,1877,25,Local_10GB,A,3/1/2025 0:00,3/31/2025 0:00
9959650856,A,Data,Local,4/17/2025 17:44,1588,15,Local_5GB,A,4/1/2025 0:00,5/1/2025 0:00
9959650858,A,Data,Local,4/17/2025 7:59,4318,15,Local_5GB,A,4/1/2025 0:00,5/1/2025 0:00
9959650859,A,Data,Local,4/17/2025 14:24,88430,15,Local_5GB,A,5/1/2025 0:00,5/31/2025 0:00
9959650860,A,Data,Local,4/17/2025 3:49,5073,15,Local_5GB,A,4/1/2025 0:00,5/1/2025 0:00
9959650861,A,Data,Local,4/17/2025 20:17,6952,15,Local_5GB,A,4/1/2025 0:00,5/1/2025 0:00
9959650862,A,Data,Local,4/17/2025 6:20,8822,355,Local_UNL,A,1/1/2025 0:00,1/1/2026 0:00
9959650863,A,Data,Local,4/17/2025 4:35,2959,25,Local_10GB,A,3/1/2025 0:00,3/31/2025 0:00
9959650864,A,Data,Local,4/17/2025 6:42,5775,25,Local_10GB,A,3/1/2025 0:00,3/31/2025 0:00
9959650865,A,Data,Local,4/17/2025 5:57,111083,25,Local_10GB,A,3/1/2025 0:00,3/31/2025 0:00
9959650866,A,Data,Local,4/17/2025 11:25,1469,15,Local_5GB,A,4/1/2025 0:00,5/1/2025 0:00
9959650867,A,Data,Local,4/17/2025 5:40,1432,25,Local_10GB,A,3/1/2025 0:00,3/31/2025 0:00
9959650868,A,Data,Local,4/17/2025 13:17,5476,355,Local_UNL,A,1/1/2025 0:00,1/1/2026 0:00
9959650869,A,Data,Local,4/17/2025 21:37,8649,15,Local_5GB,A,4/1/2025,5/1/2025
9959650870,A,Data,Local,4/17/2025 22:39,9148,15,Local_5GB,A,4/1/2025,5/1/2025
9959650871,A,Data,Local,4/17/2025 17:51,5292,25,Local_10GB,A,3/1/2025,3/31/2025
9959650872,A,Data,Local,4/17/2025 7:50,8176,25,Local_10GB,A,3/1/2025,3/31/2025
9959650873,A,Data,Local,4/17/2025 13:25,4021,25,Local_10GB,A,3/1/2025,3/31/2025
9959650874,A,Data,Local,4/17/2025 2:02,2163,25,Local_10GB,A,3/1/2025,3/31/2025
9959650875,A,Data,Local,4/17/2025 6:49,6818,25,Local_10GB,A,3/1/2025,3/31/2025
9959650876,A,Data,Local,4/17/2025 7:03,1924,15,Local_5GB,A,4/1/2025,5/1/2025
9959650877,A,Data,Local,4/17/2025 23:19,4316,15,Local_5GB,A,4/1/2025,5/1/2025
9959650878,A,Data,Local,4/17/2025 9:32,1484,25,Local_10GB,A,3/1/2025,3/31/2025
9959650879,A,Data,Local,4/17/2025 10:46,6325,15,Local_5GB,A,4/1/2025,5/1/2025
9959650880,A,Data,Local,4/17/2025 0:33,9479,15,Local_5GB,A,4/1/2025,5/1/2025
9959650881,A,Data,Local,4/17/2025 13:27,6767,15,Local_5GB,A,4/1/2025,5/1/2025
9959650882,A,Data,Local,4/17/2025 17:13,5296,25,Local_10GB,A,3/1/2025,3/31/2025
9959650883,A,Data,Local,4/17/2025 2:54,8812,25,Local_10GB,A,3/1/2025,3/31/2025
9959650884,A,Data,Local,4/17/2025 14:39,9465,25,Local_10GB,A,3/1/2025,3/31/2025
9959650885,A,Data,Local,4/17/2025 8:28,5857,25,Local_10GB,A,3/1/2025,3/31/2025
9959650886,A,Data,Local,4/17/2025 10:53,5623,25,Local_10GB,A,3/1/2025,3/31/2025
9959650887,A,Data,Intl Roaming,4/17/2025 22:37,6665,25,Local_10GB,A,3/1/2025,3/31/2025
9959650888,A,Data,Local,4/17/2025 6:22,7643,25,Local_10GB,A,3/1/2025,3/31/2025
9959650889,A,Data,Local,4/17/2025 16:34,4981,25,Local_10GB,A,3/1/2025,3/31/2025
9959650890,A,Data,Local,4/17/2025 18:47,3505,55,Roaming_5GB,D,4/1/2025,4/5/2025
9959650891,A,Data,Local,4/17/2025 15:37,1839,25,Local_10GB,A,3/1/2025,3/31/2025
9959650892,A,Data,Local,4/17/2025 11:03,8076,15,Local_5GB,A,4/1/2025,5/1/2025
9959650893,A,Data,Local,4/17/2025 2:37,9034,15,Local_5GB,A,4/1/2025,5/1/2025
9959650894,A,Data,Local,4/17/2025 9:00,9124,15,Local_5GB,A,4/1/2025,5/1/2025
9959650895,A,Data,Local,4/17/2025 13:31,5131,25,Local_10GB,A,3/1/2025,3/31/2025
9959650896,A,Data,Local,4/17/2025 11:40,4501,25,Local_10GB,A,3/1/2025,3/31/2025
9959650887,A,Data,Intl Roaming,4/17/2025 22:37,6665,25,Local_10GB,A,3/1/2025,3/31/2025
9959650797,A,Data,Local,1/9/2025 5:38,7276,15,Local_5GB,A,4/1/2025,5/1/2025
9959650798,A,Data,Intl Roaming,3/19/2025 2:47,2104,55,Roaming_5GB,A,4/1/2025,5/31/2025
9959650799,A,Data,Local,3/11/2025 12:50,1578,15,Local_5GB,A,4/1/2025,5/1/2025
9959650800,A,Data,Local,2/24/2025 6:54,9013,15,Local_5GB,A,4/1/2025,5/1/2025
9959650801,A,Data,Local,3/21/2025 22:11,9530,25,Local_10GB,A,3/1/2025,5/1/2025
9959650802,A,Data,Local,2/14/2025 12:01,8611,25,Local_10GB,A,3/1/2025,5/1/2025
9959650802,A,Data,Local,4/20/2025 6:31,4237,25,Local_10GB,A,3/1/2025,5/1/2025
9959650805,A,Data,Local,3/20/2025 14:19,7710,25,Local_10GB,A,3/1/2025,5/1/2025
9959650805,A,Data,Local,1/31/2025 6:37,9174,25,Local_10GB,A,3/1/2025,5/1/2025
9959650805,A,Data,Local,3/3/2025 16:59,3377,15,Local_5GB,A,4/1/2025,5/1/2025
9959650808,A,Data,Local,3/1/2025 11:06,5226,15,Local_5GB,A,4/1/2025,5/1/2025
9959650808,A,Data,Intl Roaming,4/9/2025 17:16,4202,25,Local_10GB,A,3/1/2025,3/31/2025
9959650808,A,Data,Local,3/27/2025 23:32,7178,65,Roaming_10GB,A,4/1/2025,5/31/2025
9959650808,A,Data,Local,1/13/2025 16:25,5631,25,Local_10GB,A,3/1/2025,3/31/2025
9959650812,A,Data,Local,4/8/2025 11:30,1229,15,Local_5GB,A,4/1/2025,5/1/2025
9959650813,A,Data,Local,3/5/2025 8:43,5096,25,Local_10GB,A,3/1/2025,3/31/2025
9959650814,A,Data,Local,1/15/2025 9:42,7186,25,Local_10GB,A,3/1/2025,3/31/2025
9959650815,A,Data,Local,2/12/2025 18:34,7997,25,Local_10GB,A,3/1/2025,3/31/2025
9959650816,A,Data,Local,2/2/2025 8:19,3680,15,Local_5GB,A,4/1/2025,5/1/2025
9959650817,A,Data,Local,1/5/2025 17:22,4775,25,Local_10GB,A,3/1/2025,3/31/2025
9959650818,A,Data,Local,2/15/2025 12:51,5327,15,Local_5GB,A,4/1/2025,5/1/2025
9959650819,A,Data,Local,1/19/2025 9:58,4481,25,Local_10GB,A,3/1/2025,3/31/2025
9959650820,A,Data,Local,1/16/2025 9:33,8684,25,Local_10GB,A,3/1/2025,3/31/2025
9959650821,A,Data,Local,3/16/2025 16:14,7939,15,Local_5GB,A,4/1/2025,5/1/2025
9959650822,A,Data,Local,4/23/2025 10:24,1628,25,Local_10GB,A,3/1/2025,3/31/2025
9959650823,A,Data,Local,3/14/2025 23:47,5332,15,Local_5GB,D,4/1/2025,4/15/2025
9959650824,A,Data,Local,2/3/2025 19:11,9118,25,Local_10GB,A,3/1/2025,3/31/2025
9959650825,A,Data,Local,4/21/2025 12:50,4543,15,Local_5GB,A,4/1/2025,5/1/2025
9959650826,A,Data,Intl Roaming,2/19/2025 19:00,6420,15,Local_5GB,A,4/1/2025,5/1/2025
9959650827,A,Data,Local,1/27/2025 11:43,4182,75,Roaming_15GB,A,4/1/2025,5/31/2025
9959650828,A,Data,Local,3/20/2025 6:32,6264,15,Local_5GB,A,4/1/2025,5/1/2025
9959650829,A,Data,Local,1/21/2025 21:21,2532,15,Local_5GB,A,4/1/2025,5/1/2025
9959650830,A,Data,Local,1/6/2025 12:26,7017,25,Local_10GB,A,3/1/2025,3/31/2025
9959650831,A,Data,Local,4/20/2025 0:01,8174,15,Local_5GB,A,4/1/2025,5/1/2025
9959650832,A,Data,Local,4/23/2025 3:25,6774,15,Local_5GB,A,4/1/2025,5/1/2025
9959650833,A,Data,Local,4/6/2025 3:46,8373,15,Local_5GB,A,4/1/2025,5/1/2025
9959650834,A,Data,Local,1/26/2025 21:39,9100,25,Local_10GB,A,3/1/2025,3/31/2025
9959650835,A,Data,Local,3/20/2025 6:26,8789,25,Local_10GB,A,3/1/2025,3/31/2025
9959650836,A,Data,Local,2/8/2025 13:23,6513,25,Local_10GB,A,3/1/2025,3/31/2025
9959650837,A,Data,Local,1/7/2025 6:47,2427,25,Local_10GB,A,3/1/2025,3/31/2025
9959650838,A,Data,Local,2/11/2025 23:20,8205,15,Local_5GB,A,4/1/2025,5/1/2025
9959650839,A,Data,Local,1/19/2025 15:08,3073,25,Local_10GB,A,3/1/2025,3/31/2025
9959650840,A,Data,Local,2/13/2025 12:11,8373,25,Local_10GB,A,3/1/2025,3/31/2025
9959650841,A,Data,Intl Roaming,3/31/2025 0:13,7921,25,Local_10GB,A,3/1/2025,3/31/2025
9959650842,A,Data,Local,1/10/2025 12:33,8468,65,Roaming_10GB,A,4/1/2025,5/31/2025
9959650843,A,Data,Local,4/17/2025 5:59,8636,25,Local_10GB,A,3/1/2025,3/31/2025
9959650844,A,Data,Local,4/11/2025 22:48,1343,25,Local_10GB,A,3/1/2025,3/31/2025
9959650845,A,Data,Local,3/14/2025 11:34,6272,25,Local_10GB,A,3/1/2025,3/31/2025
9959650846,A,Data,Local,1/18/2025 22:55,4147,15,Local_5GB,A,4/1/2025,5/1/2025
9959650847,A,Data,Local,1/31/2025 0:20,8972,15,Local_5GB,A,4/1/2025,5/1/2025
9959650848,A,Data,Local,4/3/2025 12:31,6759,15,Local_5GB,A,4/1/2025,5/1/2025
9959650849,A,Data,Local,3/31/2025 13:52,2211,25,Local_10GB,A,3/1/2025,3/31/2025
9959650850,A,Data,Local,1/19/2025 4:31,4302,355,Local_UNL,A,1/1/2025 0:00,1/1/2026 0:00
9959650852,A,Data,Local,4/16/2025 9:22,6586,25,Local_10GB,A,3/1/2025 0:00,3/31/2025 0:00
9959650853,A,Data,Local,2/27/2025 19:40,1945,55,Roaming_5GB,A,4/1/2025 0:00,5/31/2025 0:00
9959650854,A,Data,Local,4/1/2025 6:35,6833,15,Local_5GB,A,4/1/2025 0:00,5/1/2025 0:00
9959650855,A,Data,Local,1/16/2025 7:34,8490,25,Local_10GB,A,3/1/2025 0:00,3/31/2025 0:00
9959650856,A,Data,Local,1/10/2025 5:05,8450,15,Local_5GB,A,4/1/2025 0:00,5/1/2025 0:00
9959650858,A,Data,Local,1/22/2025 11:43,7360,15,Local_5GB,A,4/1/2025 0:00,5/1/2025 0:00
9959650859,A,Data,Local,4/5/2025 5:11,5469,15,Local_5GB,A,5/1/2025 0:00,5/31/2025 0:00
9959650860,A,Data,Local,1/30/2025 0:50,4492,15,Local_5GB,A,4/1/2025 0:00,5/1/2025 0:00
9959650861,A,Data,Local,3/6/2025 16:07,4741,15,Local_5GB,A,4/1/2025 0:00,5/1/2025 0:00
9959650862,A,Data,Local,2/7/2025 14:38,3897,355,Local_UNL,A,1/1/2025 0:00,1/1/2026 0:00
9959650863,A,Data,Local,4/23/2025 14:48,5682,25,Local_10GB,A,3/1/2025 0:00,3/31/2025 0:00
9959650864,A,Data,Local,3/5/2025 6:00,4705,25,Local_10GB,A,3/1/2025 0:00,3/31/2025 0:00
9959650865,A,Data,Local,3/21/2025 16:23,6990,25,Local_10GB,A,3/1/2025 0:00,3/31/2025 0:00
9959650866,A,Data,Local,2/5/2025 6:57,1007,15,Local_5GB,A,4/1/2025 0:00,5/1/2025 0:00
9959650867,A,Data,Local,1/26/2025 12:15,8525,25,Local_10GB,A,3/1/2025 0:00,3/31/2025 0:00
9959650868,A,Data,Local,3/31/2025 3:08,3391,355,Local_UNL,A,1/1/2025 0:00,1/1/2026 0:00
9959650869,A,Data,Local,4/5/2025 20:25,1168,15,Local_5GB,A,4/1/2025,5/1/2025
9959650870,A,Data,Local,3/14/2025 15:25,8450,15,Local_5GB,A,4/1/2025,5/1/2025
9959650871,A,Data,Local,3/14/2025 12:56,6572,25,Local_10GB,A,3/1/2025,3/31/2025
9959650872,A,Data,Local,4/4/2025 18:14,8359,25,Local_10GB,A,3/1/2025,3/31/2025
9959650873,A,Data,Local,2/24/2025 23:44,1521,25,Local_10GB,A,3/1/2025,3/31/2025
9959650874,A,Data,Local,4/2/2025 20:41,8265,25,Local_10GB,A,3/1/2025,3/31/2025
9959650875,A,Data,Local,3/5/2025 15:05,4348,25,Local_10GB,A,3/1/2025,3/31/2025
9959650876,A,Data,Local,4/10/2025 13:54,9373,15,Local_5GB,A,4/1/2025,5/1/2025
9959650877,A,Data,Local,2/7/2025 7:24,7831,15,Local_5GB,A,4/1/2025,5/1/2025
9959650878,A,Data,Local,2/8/2025 3:51,7050,25,Local_10GB,A,3/1/2025,3/31/2025
9959650879,A,Data,Local,1/9/2025 9:06,2040,15,Local_5GB,A,4/1/2025,5/1/2025
9959650880,A,Data,Local,1/28/2025 21:08,4650,15,Local_5GB,A,4/1/2025,5/1/2025
9959650881,A,Data,Local,3/2/2025 4:10,4286,15,Local_5GB,A,4/1/2025,5/1/2025
9959650882,A,Data,Local,1/27/2025 17:48,2002,25,Local_10GB,A,3/1/2025,3/31/2025
9959650883,A,Data,Local,1/30/2025 14:04,7081,25,Local_10GB,A,3/1/2025,3/31/2025
9959650884,A,Data,Local,1/27/2025 7:02,5381,25,Local_10GB,A,3/1/2025,3/31/2025
9959650885,A,Data,Local,3/31/2025 14:45,5890,25,Local_10GB,A,3/1/2025,3/31/2025
9959650886,A,Data,Local,4/11/2025 14:55,1670,25,Local_10GB,A,3/1/2025,3/31/2025
9959650887,A,Data,Intl Roaming,1/12/2025 22:10,1732,25,Local_10GB,A,3/1/2025,3/31/2025
9959650888,A,Data,Local,2/7/2025 8:05,4013,25,Local_10GB,A,3/1/2025,3/31/2025
9959650889,A,Data,Local,2/22/2025 14:42,9004,25,Local_10GB,A,3/1/2025,3/31/2025
9959650890,A,Data,Local,4/15/2025 5:35,9813,55,Roaming_5GB,D,4/1/2025,4/5/2025
9959650891,A,Data,Local,2/26/2025 13:22,5687,25,Local_10GB,A,3/1/2025,3/31/2025
9959650892,A,Data,Local,4/16/2025 13:57,4681,15,Local_5GB,A,4/1/2025,5/1/2025
9959650893,A,Data,Local,1/2/2025 1:26,1626,15,Local_5GB,A,4/1/2025,5/1/2025
9959650894,A,Data,Local,1/15/2025 6:29,1049,15,Local_5GB,A,4/1/2025,5/1/2025
9959650895,A,Data,Local,3/28/2025 17:26,5949,25,Local_10GB,A,3/1/2025,3/31/2025
9959650896,A,Data,Local,1/12/2025 1:39,6364,25,Local_10GB,A,3/1/2025,3/31/2025
9959650887,A,Data,Intl Roaming,2/14/2025 15:24,4537,25,Local_10GB,A,3/1/2025,3/31/2025
9959650797,A,Data,Local,3/3/2025 7:03,2953,15,Local_5GB,A,4/1/2025,5/1/2025
9959650798,A,Data,Intl Roaming,3/2/2025 8:23,4877,55,Roaming_5GB,A,4/1/2025,5/31/2025
9959650799,A,Data,Local,4/18/2025 21:49,5860,15,Local_5GB,A,4/1/2025,5/1/2025
9959650800,A,Data,Local,3/27/2025 15:44,1312,15,Local_5GB,A,4/1/2025,5/1/2025
9959650801,A,Data,Local,4/6/2025 14:49,8328,25,Local_10GB,A,3/1/2025,5/1/2025
9959650802,A,Data,Local,4/18/2025 22:07,5667,25,Local_10GB,A,3/1/2025,5/1/2025
9959650802,A,Data,Local,3/29/2025 3:48,2603,25,Local_10GB,A,3/1/2025,5/1/2025
9959650805,A,Data,Local,4/17/2025 21:58,1347,25,Local_10GB,A,3/1/2025,5/1/2025
9959650805,A,Data,Local,1/19/2025 14:19,1699,25,Local_10GB,A,3/1/2025,5/1/2025
9959650805,A,Data,Local,3/22/2025 10:22,3427,15,Local_5GB,A,4/1/2025,5/1/2025
9959650808,A,Data,Local,1/7/2025 4:59,6347,15,Local_5GB,A,4/1/2025,5/1/2025
9959650808,A,Data,Intl Roaming,2/28/2025 12:27,2678,25,Local_10GB,A,3/1/2025,3/31/2025
9959650808,A,Data,Local,2/22/2025 13:23,9856,65,Roaming_10GB,A,4/1/2025,5/31/2025
9959650808,A,Data,Local,4/3/2025 4:42,9266,25,Local_10GB,A,3/1/2025,3/31/2025
9959650812,A,Data,Local,1/16/2025 8:59,5947,15,Local_5GB,A,4/1/2025,5/1/2025
9959650813,A,Data,Local,3/28/2025 16:03,9523,25,Local_10GB,A,3/1/2025,3/31/2025
9959650814,A,Data,Local,1/6/2025 3:14,8730,25,Local_10GB,A,3/1/2025,3/31/2025
9959650815,A,Data,Local,1/25/2025 8:42,8446,25,Local_10GB,A,3/1/2025,3/31/2025
9959650816,A,Data,Local,3/14/2025 5:56,3968,15,Local_5GB,A,4/1/2025,5/1/2025
9959650817,A,Data,Local,3/2/2025 6:37,5718,25,Local_10GB,A,3/1/2025,3/31/2025
9959650818,A,Data,Local,3/12/2025 0:52,3591,15,Local_5GB,A,4/1/2025,5/1/2025
9959650819,A,Data,Local,4/9/2025 0:04,7604,25,Local_10GB,A,3/1/2025,3/31/2025
9959650820,A,Data,Local,1/19/2025 15:04,6849,25,Local_10GB,A,3/1/2025,3/31/2025
9959650821,A,Data,Local,1/15/2025 21:37,5377,15,Local_5GB,A,4/1/2025,5/1/2025
9959650822,A,Data,Local,2/21/2025 15:19,2543,25,Local_10GB,A,3/1/2025,3/31/2025
9959650823,A,Data,Local,1/26/2025 6:47,7981,15,Local_5GB,D,4/1/2025,4/15/2025
9959650824,A,Data,Local,4/17/2025 23:05,7587,25,Local_10GB,A,3/1/2025,3/31/2025
9959650825,A,Data,Local,1/16/2025 3:38,2941,15,Local_5GB,A,4/1/2025,5/1/2025
9959650826,A,Data,Intl Roaming,2/13/2025 5:54,9878,15,Local_5GB,A,4/1/2025,5/1/2025
9959650827,A,Data,Local,1/24/2025 14:09,7208,75,Roaming_15GB,A,4/1/2025,5/31/2025
9959650828,A,Data,Local,3/20/2025 13:37,7797,15,Local_5GB,A,4/1/2025,5/1/2025
9959650829,A,Data,Local,4/12/2025 19:23,3656,15,Local_5GB,A,4/1/2025,5/1/2025
9959650830,A,Data,Local,4/21/2025 16:15,5167,25,Local_10GB,A,3/1/2025,3/31/2025
9959650831,A,Data,Local,2/25/2025 8:38,1938,15,Local_5GB,A,4/1/2025,5/1/2025
9959650832,A,Data,Local,2/7/2025 11:16,8931,15,Local_5GB,A,4/1/2025,5/1/2025
9959650833,A,Data,Local,3/1/2025 11:09,4374,15,Local_5GB,A,4/1/2025,5/1/2025
9959650834,A,Data,Local,3/21/2025 19:44,2441,25,Local_10GB,A,3/1/2025,3/31/2025
9959650835,A,Data,Local,2/25/2025 20:58,9167,25,Local_10GB,A,3/1/2025,3/31/2025
9959650836,A,Data,Local,1/17/2025 12:38,3951,25,Local_10GB,A,3/1/2025,3/31/2025
9959650837,A,Data,Local,3/14/2025 15:24,4551,25,Local_10GB,A,3/1/2025,3/31/2025
9959650838,A,Data,Local,2/19/2025 19:57,9238,15,Local_5GB,A,4/1/2025,5/1/2025
9959650839,A,Data,Local,4/12/2025 14:30,4019,25,Local_10GB,A,3/1/2025,3/31/2025
9959650840,A,Data,Local,2/16/2025 0:41,4066,25,Local_10GB,A,3/1/2025,3/31/2025
9959650841,A,Data,Intl Roaming,2/4/2025 0:06,9007,25,Local_10GB,A,3/1/2025,3/31/2025
9959650842,A,Data,Local,3/20/2025 13:34,8853,65,Roaming_10GB,A,4/1/2025,5/31/2025
9959650843,A,Data,Local,1/6/2025 21:55,7867,25,Local_10GB,A,3/1/2025,3/31/2025
9959650844,A,Data,Local,4/12/2025 14:13,1888,25,Local_10GB,A,3/1/2025,3/31/2025
9959650845,A,Data,Local,2/14/2025 14:44,1414,25,Local_10GB,A,3/1/2025,3/31/2025
9959650846,A,Data,Local,3/28/2025 7:29,8904,15,Local_5GB,A,4/1/2025,5/1/2025
9959650847,A,Data,Local,4/18/2025 3:45,8145,15,Local_5GB,A,4/1/2025,5/1/2025
9959650848,A,Data,Local,2/7/2025 14:45,7250,15,Local_5GB,A,4/1/2025,5/1/2025
9959650849,A,Data,Local,2/9/2025 20:06,9112,25,Local_10GB,A,3/1/2025,3/31/2025
9959650850,A,Data,Local,2/11/2025 9:08,1987,355,Local_UNL,A,1/1/2025 0:00,1/1/2026 0:00
9959650852,A,Data,Local,1/3/2025 15:31,3028,25,Local_10GB,A,3/1/2025 0:00,3/31/2025 0:00
9959650853,A,Data,Local,2/3/2025 4:37,7432,55,Roaming_5GB,A,4/1/2025 0:00,5/31/2025 0:00
9959650854,A,Data,Local,4/23/2025 0:02,2456,15,Local_5GB,A,4/1/2025 0:00,5/1/2025 0:00
9959650855,A,Data,Local,3/29/2025 22:26,9800,25,Local_10GB,A,3/1/2025 0:00,3/31/2025 0:00
9959650856,A,Data,Local,1/30/2025 11:50,7946,15,Local_5GB,A,4/1/2025 0:00,5/1/2025 0:00
9959650858,A,Data,Local,2/7/2025 22:09,2326,15,Local_5GB,A,4/1/2025 0:00,5/1/2025 0:00
9959650859,A,Data,Local,2/15/2025 19:57,7188,15,Local_5GB,A,5/1/2025 0:00,5/31/2025 0:00
9959650860,A,Data,Local,3/26/2025 11:14,4039,15,Local_5GB,A,4/1/2025 0:00,5/1/2025 0:00
