Customer_ID,Account_ID,Account_Status,BUS_ENT,Account_Start_Date,MSISDN,Bill_Plan
7812637,14096,ACT,Enterprise,2/1/2025,9959650835,103
7812638,14097,ACT,Enterprise,1/2/2025,9959650836,102
7812639,14098,ACT,Residence,2/25/2025,9959650837,102
7812640,14099,ACT,Residence,1/29/2025,9959650838,102
7812641,14100,ACT,Residence,1/9/2025,9959650839,102
7812642,14101,ACT,Residence,2/24/2025,9959650840,102
7812643,14102,ACT,Residence,1/26/2025,9959650841,102
7812644,14103,ACT,Residence,3/4/2025,9959650842,101
7812645,14104,ACT,Residence,1/23/2025,9959650843,101
7812646,14105,ACT,Residence,2/5/2025,9959650844,101
7812647,14106,ACT,Residence,3/22/2025,9959650845,101
7812648,14107,ACT,Residence,2/28/2025,9959650846,101
7812649,14108,ACT,Enterprise,3/5/2025,9959650847,101
7812650,14109,ACT,Enterprise,3/19/2025,9959650848,101
7812651,14110,ACT,Enterprise,1/11/2025,9959650849,101
7812652,14111,ACT,Enterprise,3/8/2025,9959650850,101
7812653,14112,ACT,Enterprise,3/15/2025,9959650851,101
7812654,14113,ACT,Residence,2/9/2025,9959650852,101
7812655,14114,ACT,Residence,3/19/2025,9959650853,101
7812656,14115,ACT,Residence,3/14/2025,9959650854,101
7812657,14116,ACT,Residence,2/15/2025,9959650855,101
7812658,14117,ACT,Residence,3/17/2025,9959650856,101
7812659,14118,ACT,Residence,3/6/2025,9959650857,101
7812660,14119,ACT,Residence,2/1/2025,9959650858,101
7812661,14120,ACT,Residence,3/30/2025,9959650859,101
7812662,14121,ACT,Residence,2/16/2025,9959650860,101
7812663,14122,ACT,Residence,2/11/2025,9959650861,101
7812664,14123,ACT,Residence,3/3/2025,9959650862,101
7812665,14124,ACT,Residence,3/4/2025,9959650863,101
7812666,14125,ACT,Residence,3/8/2025,9959650864,101
7812667,14126,ACT,Residence,3/19/2025,9959650865,101
7812668,14127,ACT,Residence,2/18/2025,9959650866,101
7812669,14128,ACT,Residence,1/25/2025,9959650867,101
7812670,14129,ACT,Residence,3/11/2025,9959650868,102
7812671,14130,ACT,Residence,1/12/2025,9959650869,102
7812672,14131,ACT,Residence,3/13/2025,9959650870,102
7812673,14132,ACT,Residence,2/28/2025,9959650871,102
7812674,14133,ACT,Residence,1/1/2025,9959650872,102
7812675,14134,ACT,Residence,3/9/2025,9959650873,102
7812676,14135,ACT,Residence,2/26/2025,9959650874,102
7812677,14136,ACT,Enterprise,3/7/2025,9959650875,102
7812678,14137,ACT,Enterprise,1/13/2025,9959650876,102
7812679,14138,ACT,Enterprise,2/1/2025,9959650877,102
7812680,14139,ACT,Enterprise,3/13/2025,9959650878,102
7812681,14140,INACT,Enterprise,2/8/2025,9959650879,103
7812682,14141,INACT,Enterprise,2/24/2025,9959650880,103
7812683,14142,INACT,Enterprise,3/11/2025,9959650881,103
7812684,14143,INACT,Enterprise,2/13/2025,9959650882,103
7812685,14144,INACT,Enterprise,2/27/2025,9959650883,103
7812686,14145,INACT,Enterprise,1/10/2025,9959650884,103
7812687,14146,INACT,Enterprise,3/6/2025,9959650885,103
7812688,14147,INACT,Enterprise,1/22/2025,9959650886,101
7812689,14148,INACT,Enterprise,2/18/2025,9959650887,103
7812690,14149,INACT,Enterprise,2/27/2025,9959650888,103
7812691,14150,INACT,Enterprise,3/22/2025,9959650889,103
7812692,14151,ACT,Enterprise,2/1/2025,9959650890,103
7812693,14152,ACT,Enterprise,1/11/2025,9959650891,103
7812694,14153,ACT,Enterprise,2/12/2025,9959650892,103
7812695,14154,ACT,Enterprise,1/11/2025,9959650893,103
7812696,14155,ACT,Enterprise,3/9/2025,9959650894,103
7812697,14156,ACT,Enterprise,1/15/2025,9959650895,103
7812698,14157,ACT,Enterprise,3/13/2025,9959650896,103
7812699,14158,ACT,Enterprise,2/23/2025,9959650897,103
7812700,14159,ACT,Enterprise,3/1/2025,9959650898,101
7812701,14160,ACT,Enterprise,2/14/2025,9959650899,101
7812702,14161,ACT,Enterprise,3/21/2025,9959650900,104
7812703,14162,ACT,Enterprise,2/14/2025,9959650901,102
7812704,14163,ACT,Enterprise,1/25/2025,9959650902,102
7812705,14164,ACT,Enterprise,1/8/2025,9959650903,102
7812706,14165,ACT,Enterprise,1/9/2025,9959650904,102
7812707,14166,ACT,Enterprise,3/31/2025,9959650905,104
7812708,14167,ACT,Enterprise,3/13/2025,9959650906,103
7812709,14168,ACT,Enterprise,1/15/2025,9959650907,104
7812710,14169,ACT,Enterprise,3/28/2025,9959650908,104
7812711,14170,ACT,Enterprise,1/5/2025,9959650909,105
7812712,14171,ACT,Enterprise,1/9/2025,9959650910,103
7812713,14172,ACT,Enterprise,1/10/2025,9959650911,105
7812714,14173,ACT,Enterprise,2/28/2025,9959650912,104
7812715,14174,ACT,Enterprise,2/20/2025,9959650913,104
7812716,14175,ACT,Enterprise,3/17/2025,9959650914,101
7812717,14176,ACT,Enterprise,2/6/2025,9959650915,105
7812718,14177,ACT,Enterprise,1/10/2025,9959650916,103
7812719,14178,ACT,Enterprise,3/27/2025,9959650917,105
7812720,14179,ACT,Enterprise,3/29/2025,9959650918,102
7812721,14180,ACT,Enterprise,1/12/2025,9959650919,102
7812722,14181,ACT,Enterprise,2/23/2025,9959650920,101
7812723,14182,ACT,Enterprise,2/25/2025,9959650921,105
7812724,14183,ACT,Enterprise,2/12/2025,9959650922,102
7812725,14184,ACT,Enterprise,2/24/2025,9959650923,102
7812726,14185,ACT,Enterprise,1/24/2025,9959650924,102
7812727,14186,ACT,Enterprise,1/5/2025,9959650925,103
7812728,14187,ACT,Enterprise,2/14/2025,9959650926,105
7812729,14188,ACT,Enterprise,2/1/2025,9959650927,103
7812730,14189,ACT,Enterprise,1/19/2025,9959650928,101
7812731,14190,ACT,Enterprise,3/7/2025,9959650929,101
7812732,14191,ACT,Enterprise,2/13/2025,9959650930,104
7812733,14192,ACT,Enterprise,3/9/2025,9959650931,101
7812734,14193,ACT,Enterprise,3/12/2025,9959650932,102
7812735,14194,ACT,Enterprise,1/15/2025,9959650933,104
7812736,14195,ACT,Enterprise,3/5/2025,9959650934,101
7812737,14196,ACT,Enterprise,3/29/2025,9959650935,104
7812738,14197,ACT,Enterprise,1/4/2025,9959650936,102
7812739,14198,ACT,Enterprise,2/17/2025,9959650937,105
7812740,14199,ACT,Enterprise,1/9/2025,9959650938,102
7812741,14200,ACT,Enterprise,1/8/2025,9959650939,101
7812742,14201,ACT,Enterprise,2/26/2025,9959650940,102
7812743,14202,ACT,Enterprise,3/29/2025,9959650941,105
7812744,14203,ACT,Enterprise,3/23/2025,9959650942,101
7812745,14204,ACT,Enterprise,2/25/2025,9959650943,104
7812746,14205,ACT,Enterprise,1/31/2025,9959650944,104
7812747,14206,ACT,Enterprise,3/11/2025,9959650945,104
7812748,14207,ACT,Enterprise,3/16/2025,9959650946,103
7812749,14208,ACT,Enterprise,2/22/2025,9959650947,103
7812750,14209,ACT,Enterprise,1/5/2025,9959650948,104
7812751,14210,ACT,Enterprise,2/24/2025,9959650949,105
7812752,14211,ACT,Enterprise,1/24/2025,9959650950,102
7812753,14212,ACT,Enterprise,2/1/2025,9959650951,105
7812754,14213,ACT,Enterprise,1/16/2025,9959650952,104
7812755,14214,ACT,Enterprise,2/12/2025,9959650953,105
7812756,14215,ACT,Enterprise,3/20/2025,9959650954,103
7812757,14216,ACT,Enterprise,3/10/2025,9959650955,105
7812758,14217,ACT,Enterprise,3/30/2025,9959650956,105
7812759,14218,ACT,Enterprise,1/11/2025,9959650957,101
7812760,14219,ACT,Enterprise,2/10/2025,9959650958,101
7812761,14220,ACT,Enterprise,3/27/2025,9959650959,101
7812762,14221,ACT,Enterprise,1/12/2025,9959650960,103
7812763,14222,ACT,Enterprise,3/5/2025,9959650961,105
7812764,14223,ACT,Enterprise,1/27/2025,9959650962,104
7812765,14224,ACT,Enterprise,1/17/2025,9959650963,104
7812766,14225,ACT,Enterprise,3/30/2025,9959650964,105
7812767,14226,ACT,Enterprise,2/2/2025,9959650965,105
7812768,14227,ACT,Enterprise,3/22/2025,9959650966,102
7812769,14228,ACT,Enterprise,3/30/2025,9959650967,103
7812770,14229,ACT,Enterprise,1/2/2025,9959650968,101
7812771,14230,ACT,Enterprise,3/17/2025,9959650969,105
7812772,14231,ACT,Enterprise,2/22/2025,9959650970,105
7812773,14232,ACT,Enterprise,3/19/2025,9959650971,102
7812774,14233,ACT,Enterprise,2/14/2025,9959650972,105
7812775,14234,ACT,Enterprise,3/6/2025,9959650973,101
7812776,14235,ACT,Enterprise,1/25/2025,9959650974,105
7812777,14236,ACT,Enterprise,2/15/2025,9959650975,102
7812778,14237,ACT,Enterprise,2/17/2025,9959650976,105
7812779,14238,ACT,Enterprise,2/14/2025,9959650977,105
7812780,14239,ACT,Enterprise,2/5/2025,9959650978,104
7812781,14240,ACT,Enterprise,1/18/2025,9959650979,105
7812782,14241,ACT,Enterprise,1/30/2025,9959650980,101
7812783,14242,ACT,Enterprise,3/24/2025,9959650981,104
7812784,14243,ACT,Enterprise,2/5/2025,9959650982,101
7812785,14244,ACT,Enterprise,3/23/2025,9959650983,105
7812786,14245,ACT,Enterprise,2/4/2025,9959650984,102
7812787,14246,ACT,Enterprise,2/2/2025,9959650985,104
7812788,14247,ACT,Enterprise,3/30/2025,9959650986,104
7812789,14248,ACT,Enterprise,3/18/2025,9959650987,105
7812790,14249,ACT,Enterprise,1/27/2025,9959650988,104
7812791,14250,ACT,Enterprise,1/10/2025,9959650989,104
7812792,14251,ACT,Enterprise,2/3/2025,9959650990,102
7812793,14252,ACT,Enterprise,1/2/2025,9959650991,104
7812794,14253,ACT,Enterprise,3/7/2025,9959650992,103
7812795,14254,ACT,Enterprise,2/24/2025,9959650993,103
7812796,14255,ACT,Enterprise,3/18/2025,9959650994,104
7812797,14256,ACT,Enterprise,3/28/2025,9959650995,103
7812798,14257,ACT,Enterprise,1/20/2025,9959650996,101
7812799,14258,ACT,Enterprise,1/1/2025,9959650997,102
7812800,14259,ACT,Enterprise,3/29/2025,9959650998,103
7812801,14260,ACT,Enterprise,3/12/2025,9959650999,102
7812802,14261,ACT,Enterprise,2/12/2025,9959651000,103
7812803,14262,ACT,Enterprise,3/9/2025,9959651001,101
7812804,14263,ACT,Enterprise,1/9/2025,9959651002,101
7812805,14264,ACT,Enterprise,2/13/2025,9959651003,104
7812806,14265,ACT,Enterprise,2/5/2025,9959651004,102
7812807,14266,ACT,Enterprise,1/26/2025,9959651005,101
7812808,14267,ACT,Enterprise,2/8/2025,9959651006,105
7812809,14268,ACT,Enterprise,1/4/2025,9959651007,104
7812810,14269,ACT,Enterprise,2/6/2025,9959651008,105
7812811,14270,ACT,Enterprise,2/6/2025,9959651009,105
7812812,14271,ACT,Enterprise,2/4/2025,9959651010,103
7812813,14272,ACT,Enterprise,3/23/2025,9959651011,103
7812814,14273,ACT,Enterprise,3/29/2025,9959651012,104
7812815,14274,ACT,Enterprise,1/29/2025,9959651013,105
7812816,14275,ACT,Enterprise,1/5/2025,9959651014,103
7812817,14276,ACT,Enterprise,2/16/2025,9959651015,104
7812818,14277,ACT,Enterprise,1/30/2025,9959651016,101
7812819,14278,ACT,Enterprise,2/19/2025,9959651017,101
7812820,14279,ACT,Enterprise,3/22/2025,9959651018,103
7812821,14280,ACT,Enterprise,1/1/2025,9959651019,104
7812822,14281,ACT,Enterprise,3/27/2025,9959651020,101
7812823,14282,ACT,Enterprise,1/7/2025,9959651021,102
7812824,14283,ACT,Enterprise,3/20/2025,9959651022,103
7812825,14284,ACT,Enterprise,2/26/2025,9959651023,104
7812826,14285,ACT,Enterprise,3/18/2025,9959651024,101
7812827,14286,ACT,Enterprise,2/28/2025,9959651025,103
7812828,14287,ACT,Enterprise,3/20/2025,9959651026,104
7812829,14288,ACT,Enterprise,2/2/2025,9959651027,102
7812830,14289,ACT,Enterprise,1/9/2025,9959651028,104
7812831,14290,ACT,Enterprise,3/17/2025,9959651029,104
7812832,14291,ACT,Enterprise,3/20/2025,9959651030,103
7812833,14292,ACT,Enterprise,3/3/2025,9959651031,103
7812834,14293,ACT,Enterprise,2/23/2025,9959651032,102
7812835,14294,ACT,Enterprise,2/2/2025,9959651033,102
7812836,14295,ACT,Enterprise,1/7/2025,9959651034,103
7812837,14296,ACT,Enterprise,2/17/2025,9959651035,102
7812838,14297,ACT,Enterprise,1/19/2025,9959651036,104
7812839,14298,ACT,Enterprise,1/18/2025,9959651037,101
7812840,14299,ACT,Enterprise,1/25/2025,9959651038,101
7812841,14300,ACT,Enterprise,2/9/2025,9959651039,105
7812842,14301,ACT,Enterprise,2/20/2025,9959651040,102
7812843,14302,ACT,Enterprise,1/2/2025,9959651041,103
7812844,14303,ACT,Enterprise,3/7/2025,9959651042,101
7812845,14304,ACT,Enterprise,3/23/2025,9959651043,103
7812846,14305,ACT,Enterprise,1/9/2025,9959651044,104
7812847,14306,ACT,Enterprise,1/2/2025,9959651045,101
7812848,14307,ACT,Enterprise,2/6/2025,9959651046,103
7812849,14308,ACT,Enterprise,3/16/2025,9959651047,105
7812850,14309,ACT,Enterprise,2/23/2025,9959651048,105
7812851,14310,ACT,Enterprise,1/6/2025,9959651049,101
7812852,14311,ACT,Enterprise,3/4/2025,9959651050,105
7812853,14312,ACT,Enterprise,1/21/2025,9959651051,105
7812854,14313,ACT,Enterprise,2/10/2025,9959651052,103
7812855,14314,ACT,Enterprise,2/23/2025,9959651053,102
7812856,14315,ACT,Enterprise,2/22/2025,9959651054,105
7812857,14316,ACT,Enterprise,2/10/2025,9959651055,101
7812858,14317,ACT,Enterprise,1/2/2025,9959651056,101
7812859,14318,ACT,Enterprise,3/26/2025,9959651057,101
7812860,14319,ACT,Enterprise,3/8/2025,9959651058,101
7812861,14320,ACT,Enterprise,1/7/2025,9959651059,104
7812862,14321,ACT,Enterprise,3/13/2025,9959651060,103
7812863,14322,ACT,Enterprise,2/2/2025,9959651061,102
7812864,14323,ACT,Enterprise,1/1/2025,9959651062,104
7812865,14324,ACT,Enterprise,1/9/2025,9959651063,105
7812866,14325,ACT,Enterprise,2/14/2025,9959651064,104
7812867,14326,ACT,Enterprise,1/23/2025,9959651065,104
7812868,14327,ACT,Enterprise,1/2/2025,9959651066,105
7812869,14328,ACT,Enterprise,3/24/2025,9959651067,105
7812870,14329,ACT,Enterprise,2/22/2025,9959651068,102
7812871,14330,ACT,Enterprise,1/4/2025,9959651069,103
7812872,14331,ACT,Enterprise,1/13/2025,9959651070,104
7812873,14332,ACT,Enterprise,3/15/2025,9959651071,101
7812874,14333,ACT,Enterprise,2/24/2025,9959651072,104
7812875,14334,ACT,Enterprise,2/21/2025,9959651073,104
7812876,14335,ACT,Enterprise,3/9/2025,9959651074,102
7812877,14336,ACT,Enterprise,1/4/2025,9959651075,104
7812878,14337,ACT,Enterprise,2/26/2025,9959651076,105
7812879,14338,ACT,Enterprise,3/28/2025,9959651077,102
7812880,14339,ACT,Enterprise,2/1/2025,9959651078,105
7812881,14340,ACT,Enterprise,1/17/2025,9959651079,103
7812882,14341,ACT,Enterprise,1/19/2025,9959651080,103
7812883,14342,ACT,Enterprise,3/8/2025,9959651081,101
7812884,14343,ACT,Enterprise,2/23/2025,9959651082,105
7812885,14344,ACT,Enterprise,3/18/2025,9959651083,104
7812886,14345,ACT,Enterprise,2/28/2025,9959651084,102
7812887,14346,ACT,Enterprise,1/10/2025,9959651085,105
7812888,14347,ACT,Enterprise,3/31/2025,9959651086,102
7812889,14348,ACT,Enterprise,2/27/2025,9959651087,101
7812890,14349,ACT,Enterprise,3/11/2025,9959651088,101
7812891,14350,ACT,Enterprise,2/13/2025,9959651089,104
7812892,14351,ACT,Enterprise,2/27/2025,9959651090,105
7812893,14352,ACT,Enterprise,2/25/2025,9959651091,103
7812894,14353,ACT,Enterprise,3/29/2025,9959651092,105
7812895,14354,ACT,Enterprise,3/31/2025,9959651093,103
7812896,14355,ACT,Enterprise,2/11/2025,9959651094,101
7812897,14356,ACT,Enterprise,1/16/2025,9959651095,104
7812898,14357,ACT,Enterprise,1/21/2025,9959651096,104
7812899,14358,ACT,Enterprise,2/8/2025,9959651097,102
7812900,14359,ACT,Enterprise,2/14/2025,9959651098,103
7812901,14360,ACT,Enterprise,3/18/2025,9959651099,101
7812902,14361,ACT,Enterprise,2/9/2025,9959651100,105
7812903,14362,ACT,Enterprise,1/3/2025,9959651101,105
7812904,14363,ACT,Enterprise,2/15/2025,9959651102,101
7812905,14364,ACT,Enterprise,1/3/2025,9959651103,101
7812906,14365,ACT,Enterprise,1/28/2025,9959651104,104
7812907,14366,ACT,Enterprise,3/16/2025,9959651105,101
7812908,14367,ACT,Enterprise,3/16/2025,9959651106,102
7812909,14368,ACT,Enterprise,1/11/2025,9959651107,102
7812910,14369,ACT,Enterprise,1/25/2025,9959651108,104
7812911,14370,ACT,Enterprise,2/22/2025,9959651109,101
7812912,14371,ACT,Enterprise,3/26/2025,9959651110,102
7812913,14372,ACT,Enterprise,1/25/2025,9959651111,101
7812914,14373,ACT,Enterprise,3/22/2025,9959651112,103
7812915,14374,ACT,Enterprise,2/17/2025,9959651113,101
7812916,14375,ACT,Enterprise,2/17/2025,9959651114,102
7812917,14376,ACT,Enterprise,3/21/2025,9959651115,103
7812918,14377,ACT,Enterprise,1/15/2025,9959651116,102
7812919,14378,ACT,Enterprise,1/24/2025,9959651117,101
7812920,14379,ACT,Enterprise,1/20/2025,9959651118,101
7812921,14380,ACT,Enterprise,3/22/2025,9959651119,103
7812922,14381,ACT,Enterprise,1/28/2025,9959651120,102
7812923,14382,ACT,Enterprise,3/5/2025,9959651121,105
7812924,14383,ACT,Enterprise,1/13/2025,9959651122,105
7812925,14384,ACT,Enterprise,2/12/2025,9959651123,103
7812926,14385,ACT,Enterprise,3/10/2025,9959651124,102
7812927,14386,ACT,Enterprise,2/7/2025,9959651125,101
7812928,14387,ACT,Enterprise,1/29/2025,9959651126,104
7812929,14388,ACT,Enterprise,3/10/2025,9959651127,103
7812930,14389,ACT,Enterprise,1/29/2025,9959651128,104
7812931,14390,ACT,Enterprise,1/3/2025,9959651129,102
7812932,14391,ACT,Enterprise,3/23/2025,9959651130,103
7812933,14392,ACT,Enterprise,1/23/2025,9959651131,101
7812934,14393,ACT,Enterprise,3/30/2025,9959651132,103
7812935,14394,ACT,Enterprise,3/6/2025,9959651133,104
7812936,14395,ACT,Enterprise,3/19/2025,9959651134,104
7812937,14396,ACT,Enterprise,2/4/2025,9959651135,103
7812938,14397,ACT,Enterprise,2/5/2025,9959651136,104
7812939,14398,ACT,Enterprise,1/20/2025,9959651137,101
7812940,14399,ACT,Enterprise,3/30/2025,9959651138,104
7812941,14400,ACT,Enterprise,1/13/2025,9959651139,103
7812942,14401,ACT,Enterprise,1/15/2025,9959651140,101
7812943,14402,ACT,Enterprise,3/2/2025,9959651141,104
7812944,14403,ACT,Enterprise,1/5/2025,9959651142,103
7812945,14404,ACT,Enterprise,3/4/2025,9959651143,105
7812946,14405,ACT,Enterprise,3/18/2025,9959651144,101
7812947,14406,ACT,Enterprise,2/8/2025,9959651145,102
7812948,14407,ACT,Enterprise,3/7/2025,9959651146,104
7812949,14408,ACT,Enterprise,1/21/2025,9959651147,104
7812950,14409,ACT,Enterprise,3/27/2025,9959651148,101
7812951,14410,ACT,Enterprise,2/3/2025,9959651149,101
7812952,14411,ACT,Enterprise,3/29/2025,9959651150,101
7812953,14412,ACT,Enterprise,3/20/2025,9959651151,102
7812954,14413,ACT,Enterprise,1/20/2025,9959651152,105
7812955,14414,ACT,Enterprise,2/2/2025,9959651153,105
7812956,14415,ACT,Enterprise,3/12/2025,9959651154,103
7812957,14416,ACT,Enterprise,3/1/2025,9959651155,105
7812958,14417,ACT,Enterprise,3/6/2025,9959651156,104
7812959,14418,ACT,Enterprise,1/28/2025,9959651157,105
7812960,14419,ACT,Enterprise,2/23/2025,9959651158,102
7812961,14420,ACT,Enterprise,1/4/2025,9959651159,101
7812962,14421,ACT,Enterprise,3/28/2025,9959651160,103
7812963,14422,ACT,Enterprise,3/2/2025,9959651161,102
7812964,14423,ACT,Enterprise,2/23/2025,9959651162,105
7812965,14424,ACT,Enterprise,1/19/2025,9959651163,103
7812966,14425,ACT,Enterprise,3/10/2025,9959651164,104
7812967,14426,ACT,Enterprise,1/15/2025,9959651165,103
7812968,14427,ACT,Enterprise,1/8/2025,9959651166,101
7812969,14428,ACT,Enterprise,3/13/2025,9959651167,104
7812970,14429,ACT,Enterprise,3/24/2025,9959651168,101
7812971,14430,ACT,Enterprise,3/23/2025,9959651169,102
7812972,14431,ACT,Enterprise,3/31/2025,9959651170,103
7812973,14432,ACT,Enterprise,3/19/2025,9959651171,101
7812974,14433,ACT,Enterprise,2/10/2025,9959651172,102
7812975,14434,ACT,Enterprise,1/28/2025,9959651173,105
7812976,14435,ACT,Enterprise,3/27/2025,9959651174,101
7812977,14436,ACT,Enterprise,3/3/2025,9959651175,101
7812978,14437,ACT,Enterprise,1/16/2025,9959651176,101
7812979,14438,ACT,Enterprise,3/15/2025,9959651177,102
7812980,14439,ACT,Enterprise,2/25/2025,9959651178,104
7812981,14440,ACT,Enterprise,3/6/2025,9959651179,104
7812982,14441,ACT,Enterprise,1/3/2025,9959651180,103
7812983,14442,ACT,Enterprise,1/26/2025,9959651181,105
7812984,14443,ACT,Enterprise,2/22/2025,9959651182,101
7812985,14444,ACT,Enterprise,3/10/2025,9959651183,102
7812986,14445,ACT,Enterprise,1/5/2025,9959651184,102
7812987,14446,ACT,Enterprise,1/12/2025,9959651185,105
7812988,14447,ACT,Enterprise,1/22/2025,9959651186,104
7812989,14448,ACT,Enterprise,3/2/2025,9959651187,104
7812990,14449,ACT,Enterprise,1/14/2025,9959651188,103
7812991,14450,ACT,Enterprise,2/5/2025,9959651189,105
7812992,14451,ACT,Enterprise,3/26/2025,9959651190,103
7812993,14452,ACT,Enterprise,2/7/2025,9959651191,102
7812994,14453,ACT,Enterprise,1/16/2025,9959651192,101
7812995,14454,ACT,Enterprise,3/21/2025,9959651193,101
7812996,14455,ACT,Enterprise,2/3/2025,9959651194,103
7812997,14456,ACT,Enterprise,3/17/2025,9959651195,101
7812998,14457,ACT,Enterprise,3/9/2025,9959651196,103
7812999,14458,ACT,Enterprise,3/21/2025,9959651197,101
7813000,14459,ACT,Enterprise,3/30/2025,9959651198,101
7813001,14460,ACT,Enterprise,1/7/2025,9959651199,103
7813002,14461,ACT,Enterprise,1/16/2025,9959651200,104
7813003,14462,ACT,Enterprise,3/16/2025,9959651201,104
7813004,14463,ACT,Enterprise,2/28/2025,9959651202,103
7813005,14464,ACT,Enterprise,3/28/2025,9959651203,102
7813006,14465,ACT,Enterprise,1/29/2025,9959651204,102
7813007,14466,ACT,Enterprise,2/13/2025,9959651205,105
7813008,14467,ACT,Enterprise,1/12/2025,9959651206,105
7813009,14468,ACT,Enterprise,1/9/2025,9959651207,101
7813010,14469,ACT,Enterprise,3/30/2025,9959651208,105
7813011,14470,ACT,Enterprise,3/13/2025,9959651209,101
7813012,14471,ACT,Enterprise,1/17/2025,9959651210,104
7813013,14472,ACT,Enterprise,2/26/2025,9959651211,101
7813014,14473,ACT,Enterprise,2/26/2025,9959651212,101
7813015,14474,ACT,Enterprise,1/3/2025,9959651213,103
7813016,14475,ACT,Enterprise,3/19/2025,9959651214,102
7813017,14476,ACT,Enterprise,3/23/2025,9959651215,102
7813018,14477,ACT,Enterprise,2/27/2025,9959651216,105
7813019,14478,ACT,Enterprise,1/30/2025,9959651217,102
7813020,14479,ACT,Enterprise,3/20/2025,9959651218,102
7813021,14480,ACT,Enterprise,2/3/2025,9959651219,104
7813022,14481,ACT,Enterprise,2/24/2025,9959651220,105
7813023,14482,ACT,Enterprise,1/23/2025,9959651221,102
7813024,14483,ACT,Enterprise,1/23/2025,9959651222,103
7813025,14484,ACT,Enterprise,1/21/2025,9959651223,103
7813026,14485,ACT,Enterprise,1/8/2025,9959651224,101
7813027,14486,ACT,Enterprise,3/1/2025,9959651225,105
7813028,14487,ACT,Enterprise,1/16/2025,9959651226,105
7813029,14488,ACT,Enterprise,3/16/2025,9959651227,104
7813030,14489,ACT,Enterprise,1/24/2025,9959651228,104
7813031,14490,ACT,Enterprise,2/26/2025,9959651229,102
7813032,14491,ACT,Enterprise,2/4/2025,9959651230,103
7813033,14492,ACT,Enterprise,1/16/2025,9959651231,103
7813034,14493,ACT,Enterprise,3/1/2025,9959651232,105
7813035,14494,ACT,Enterprise,1/25/2025,9959651233,102
7813036,14495,ACT,Enterprise,3/4/2025,9959651234,105
7813037,14496,ACT,Enterprise,3/23/2025,9959651235,105
7813038,14497,ACT,Enterprise,2/28/2025,9959651236,102
7813039,14498,ACT,Enterprise,1/10/2025,9959651237,103
7813040,14499,ACT,Enterprise,1/30/2025,9959651238,105
7813041,14500,ACT,Enterprise,3/30/2025,9959651239,102
7813042,14501,ACT,Enterprise,2/5/2025,9959651240,105
7813043,14502,ACT,Enterprise,3/17/2025,9959651241,101
7813044,14503,ACT,Enterprise,1/20/2025,9959651242,103
7813045,14504,ACT,Enterprise,1/12/2025,9959651243,102
7813046,14505,ACT,Enterprise,2/15/2025,9959651244,104
7813047,14506,ACT,Enterprise,3/5/2025,9959651245,103
7813048,14507,ACT,Enterprise,2/1/2025,9959651246,105
7813049,14508,ACT,Enterprise,1/24/2025,9959651247,101
7813050,14509,ACT,Enterprise,3/9/2025,9959651248,105
7813051,14510,ACT,Enterprise,3/24/2025,9959651249,105
7813052,14511,ACT,Enterprise,3/12/2025,9959651250,104
7813053,14512,ACT,Enterprise,2/3/2025,9959651251,103
7813054,14513,ACT,Enterprise,1/1/2025,9959651252,102
7813055,14514,ACT,Enterprise,3/16/2025,9959651253,105
7813056,14515,ACT,Enterprise,3/15/2025,9959651254,101
